1928	0.438100	0.030800	0.008400	0.032200
1929	-0.083000	0.031600	0.042000	0.030200
1930	-0.251200	0.045500	0.045400	0.005400
1931	-0.438400	0.023100	-0.025600	-0.156800
1932	-0.086400	0.010700	0.087900	0.235900
1933	0.499800	0.009600	0.018600	0.129700
1934	-0.011900	0.002800	0.079600	0.188200
1935	0.467400	0.001700	0.044700	0.133100
1936	0.319400	0.001700	0.050200	0.113800
1937	-0.353400	0.002800	0.013800	-0.044200
1938	0.292800	0.000700	0.042100	0.092400
1939	-0.011000	0.000500	0.044100	0.079800
1940	-0.106700	0.000400	0.054000	0.086500
1941	-0.127700	0.001300	-0.020200	0.050100
1942	0.191700	0.003400	0.022900	0.051800
1943	0.250600	0.003800	0.024900	0.080400
1944	0.190300	0.003800	0.025800	0.065700
1945	0.358200	0.003800	0.038000	0.068000
1946	-0.084300	0.003800	0.031300	0.025100
1947	0.052000	0.006000	0.009200	0.002600
1948	0.057000	0.010500	0.019500	0.034400
1949	0.183000	0.011200	0.046600	0.053800
1950	0.308100	0.012000	0.004300	0.042400
1951	0.236800	0.015200	-0.003000	-0.001900
1952	0.181500	0.017200	0.022700	0.044400
1953	-0.012100	0.018900	0.041400	0.016200
1954	0.525600	0.009400	0.032900	0.061600
1955	0.326000	0.017300	-0.013400	0.020400
1956	0.074400	0.026300	-0.022600	-0.023500
1957	-0.104600	0.032300	0.068000	-0.007200
1958	0.437200	0.017700	-0.021000	0.064300
1959	0.120600	0.033900	-0.026500	0.015700
1960	0.003400	0.028800	0.116400	0.066600
1961	0.266400	0.023500	0.020600	0.051000
1962	-0.088100	0.027700	0.056900	0.065000
1963	0.226100	0.031600	0.016800	0.054600
1964	0.164200	0.035500	0.037300	0.051600
1965	0.124000	0.039500	0.007200	0.031900
1966	-0.099700	0.048600	0.029100	-0.034500
1967	0.238000	0.043100	-0.015800	0.009000
1968	0.108100	0.053400	0.032700	0.048500
1969	-0.082400	0.066700	-0.050100	-0.020300
1970	0.035600	0.063900	0.167500	0.056500
1971	0.142200	0.043300	0.097900	0.140000
1972	0.187600	0.040700	0.028200	0.114100
1973	-0.143100	0.070300	0.036600	0.043200
1974	-0.259000	0.078300	0.019900	-0.043800
1975	0.370000	0.057800	0.036100	0.110500
1976	0.238300	0.049700	0.159800	0.197500
1977	-0.069800	0.052700	0.012900	0.099500
1978	0.065100	0.071900	-0.007800	0.031400
1979	0.185200	0.100700	0.006700	-0.020100
1980	0.317400	0.114300	-0.029900	-0.033200
1981	-0.047000	0.140300	0.082000	0.084600
1982	0.204200	0.106100	0.328100	0.290500
1983	0.223400	0.086100	0.032000	0.161900
1984	0.061500	0.095200	0.137300	0.156200
1985	0.312400	0.074800	0.257100	0.238600
1986	0.184900	0.059800	0.242800	0.214900
1987	0.058100	0.057800	-0.049600	0.022900
1988	0.165400	0.066700	0.082200	0.151200
1989	0.314800	0.081100	0.176900	0.157900
1990	-0.030600	0.074900	0.062400	0.061400
1991	0.302300	0.053800	0.150000	0.178500
1992	0.074900	0.034300	0.093600	0.121700
1993	0.099700	0.030000	0.142100	0.164300
1994	0.013300	0.042500	-0.080400	-0.013200
1995	0.372000	0.054900	0.234800	0.201600
1996	0.226800	0.050100	0.014300	0.047900
1997	0.331000	0.050600	0.099400	0.118300
1998	0.283400	0.047800	0.149200	0.079500
1999	0.208900	0.046400	-0.082500	0.008400
2000	-0.090300	0.058200	0.166600	0.093300
2001	-0.118500	0.033900	0.055700	0.078200
2002	-0.219700	0.016000	0.151200	0.121800
2003	0.283600	0.010100	0.003800	0.135300
2004	0.107400	0.013700	0.044900	0.098900
2005	0.048300	0.031500	0.028700	0.049200
2006	0.156100	0.047300	0.019600	0.070500
2007	0.054800	0.043500	0.102100	0.031500
2008	-0.365500	0.013700	0.201000	-0.050700
2009	0.259400	0.001500	-0.111200	0.233300
2010	0.148200	0.001400	0.084600	0.083500
2011	0.021000	0.000500	0.160400	0.125800
2012	0.158900	0.000900	0.029700	0.101200
2013	0.321500	0.000600	-0.091000	-0.010600
2014	0.135200	0.000300	0.107500	0.103800
2015	0.013800	0.000500	0.012800	-0.007000
2016	0.117700	0.003200	0.006900	0.103700
2017	0.216100	0.009300	0.028000	0.097200
2018	-0.042300	0.019400	-0.000200	-0.027600
2019	0.312100	0.015500	0.096400	0.153300
2020	0.180100	0.000900	0.113300	0.104100
